date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:09:37	6044/6044	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2025%20Apr%202015%2020:53:04%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-music-10.ttf	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-music-10.ttf	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:38	13847/13847	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Apr%202015%2020:53:04%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-music-10.svg	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-music-10.svg	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:39	16110/16110	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Apr%202015%2020:53:00%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.eot	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.eot	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:39	5704/5704	---M--	200	added ('OK')	application/font-woff	date:Sat,%2025%20Apr%202015%2020:53:01%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.woff	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.woff	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:41	37104/37104	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Apr%202015%2020:53:01%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.svg	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.svg	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:41	16110/16110	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Apr%202015%2020:53:00%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.eot?	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10d41d.eot	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:41	15892/15892	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2025%20Apr%202015%2020:53:01%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.ttf	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-ecommerce-10.ttf	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:43	5788/5788	---M--	200	added ('OK')	application/font-woff	date:Sat,%2025%20Apr%202015%2020:52:59%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.woff	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.woff	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:43	23746/23746	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Apr%202015%2020:52:57%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.eot	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.eot	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:45	49409/49409	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Apr%202015%2020:52:57%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.svg	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.svg	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:47	23746/23746	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Apr%202015%2020:52:57%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.eot?	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10d41d.eot	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:47	23480/23480	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2025%20Apr%202015%2020:52:58%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.ttf	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-elaboration-10.ttf	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:48	21478/21478	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Apr%202015%2020:52:54%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.eot	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.eot	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:49	12260/12260	---M--	200	added ('OK')	application/font-woff	date:Sat,%2025%20Apr%202015%2020:52:56%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.woff	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.woff	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:50	47869/47869	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Apr%202015%2020:52:55%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.svg	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.svg	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:52	21478/21478	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Apr%202015%2020:52:54%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.eot?	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10d41d.eot	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:52	21284/21284	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2025%20Apr%202015%2020:52:55%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.ttf	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-basic-10.ttf	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:52	7712/7712	---M--	200	added ('OK')	application/font-woff	date:Sat,%2025%20Apr%202015%2020:52:54%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.woff	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.woff	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:52	16304/16304	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Apr%202015%2020:52:51%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.eot	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.eot	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:53	16304/16304	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2025%20Apr%202015%2020:52:51%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.eot?	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10d41d.eot	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:54	34229/34229	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Apr%202015%2020:52:52%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.svg	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.svg	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:54	16104/16104	---M--	200	added ('OK')	application/x-font-ttf	date:Sat,%2025%20Apr%202015%2020:52:53%20GMT	http://darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.ttf	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/styles/fonts/linea-arrows-10.ttf	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:54	1362/1362	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:52:15%20GMT	http://darwinthemes.com/retouch/html/theme/images/fancybox/fancybox_sprite.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/fancybox/fancybox_sprite.png	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:55	4348/4348	---M--	200	added ('OK')	image/gif	date:Sat,%2025%20Apr%202015%2020:52:13%20GMT	http://darwinthemes.com/retouch/html/theme/images/fancybox/fancybox_loading.gif	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/fancybox/fancybox_loading.gif	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:55	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2025%20Apr%202015%2020:52:12%20GMT	http://darwinthemes.com/retouch/html/theme/images/fancybox/blank.gif	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/fancybox/blank.gif	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:56	84/84	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:52:14%20GMT	http://darwinthemes.com/retouch/html/theme/images/fancybox/fancybox_overlay.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/fancybox/fancybox_overlay.png	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:09:57	1080/1080	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:52:13%20GMT	http://darwinthemes.com/retouch/html/theme/images/fancybox/fancybox_buttons.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/fancybox/fancybox_buttons.png	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:10:11	181181/181181	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:46%20GMT	http://darwinthemes.com/retouch/html/theme/images/portfolio1.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/portfolio1.png	(from http://darwinthemes.com/retouch/html/theme/portfolio.html)
11:10:26	217724/217724	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:47%20GMT	http://darwinthemes.com/retouch/html/theme/images/portfolio2.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/portfolio2.png	(from http://darwinthemes.com/retouch/html/theme/portfolio.html)
11:10:35	175029/175029	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:49%20GMT	http://darwinthemes.com/retouch/html/theme/images/portfolio3.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/portfolio3.png	(from http://darwinthemes.com/retouch/html/theme/portfolio.html)
11:10:45	137873/137873	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:51%20GMT	http://darwinthemes.com/retouch/html/theme/images/portfolio5.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/portfolio5.png	(from http://darwinthemes.com/retouch/html/theme/portfolio.html)
11:10:45	203024/203024	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:51%20GMT	http://darwinthemes.com/retouch/html/theme/images/portfolio4.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/portfolio4.png	(from http://darwinthemes.com/retouch/html/theme/portfolio.html)
11:10:51	19376/19376	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:24%20GMT	http://darwinthemes.com/retouch/html/theme/images/footer.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/footer.png	(from http://darwinthemes.com/retouch/html/theme/blog.html)
11:11:25	366375/366375	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:50:51%20GMT	http://darwinthemes.com/retouch/html/theme/images/blog1.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/blog1.png	(from http://darwinthemes.com/retouch/html/theme/blog.html)
11:11:43	318825/318825	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:55%20GMT	http://darwinthemes.com/retouch/html/theme/images/post1.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/post1.png	(from http://darwinthemes.com/retouch/html/theme/index.html)
11:11:44	370453/370453	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:05%20GMT	http://darwinthemes.com/retouch/html/theme/images/blog3.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/blog3.png	(from http://darwinthemes.com/retouch/html/theme/blog.html)
11:11:51	486472/486472	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:02%20GMT	http://darwinthemes.com/retouch/html/theme/images/blog2.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/blog2.png	(from http://darwinthemes.com/retouch/html/theme/blog.html)
11:11:55	20466/20466	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Apr%202016%2021:54:40%20GMT	http://darwinthemes.com/retouch/html/theme/images/download-as-c.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/download-as-c.png	(from http://darwinthemes.com/retouch/html/theme/styles/screen.css)
11:12:17	316272/316272	UR-M--	200	added ('Partial%20Content')	image/png	date:Sat,%2025%20Apr%202015%2020:53:23%20GMT	http://darwinthemes.com/retouch/html/theme/temp/b.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/temp/b.png	(from http://darwinthemes.com/retouch/html/theme/index.html)
11:12:19	270635/270635	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:58%20GMT	http://darwinthemes.com/retouch/html/theme/images/post5.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/post5.png	(from http://darwinthemes.com/retouch/html/theme/index.html)
11:12:20	424956/424956	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Apr%202015%2020:51:57%20GMT	http://darwinthemes.com/retouch/html/theme/images/post4.png	D:/Template/CDAP_new/Deadlocks/darwinthemes.com/retouch/html/theme/images/post4.png	(from http://darwinthemes.com/retouch/html/theme/index.html)
